DateTime,S&P 500
1869-01-01 00:00:46,
1870-01-01 00:00:46,
1871-01-01 00:00:46,4.44
1871-02-01 00:00:46,4.5
1871-03-01 00:00:46,4.61
1871-04-01 00:00:46,4.74
1871-05-01 00:00:46,4.86
1871-06-01 00:00:46,4.82
1871-07-01 00:00:46,4.73
1871-08-01 00:00:46,4.79
1871-09-01 00:00:46,4.84
1871-10-01 00:00:46,4.59
1871-11-01 00:00:46,4.64
1871-12-01 00:00:46,4.74
1872-01-01 00:00:46,4.86
1872-02-01 00:00:46,4.88
1872-03-01 00:00:46,5.04
1872-04-01 00:00:46,5.18
1872-05-01 00:00:46,5.18
1872-06-01 00:00:46,5.13
1872-07-01 00:00:46,5.1
1872-08-01 00:00:46,5.04
1872-09-01 00:00:46,4.95
1872-10-01 00:00:46,4.97
1872-11-01 00:00:46,4.95
1872-12-01 00:00:46,5.07
1873-01-01 00:00:46,5.11
1873-02-01 00:00:46,5.15
1873-03-01 00:00:46,5.11
1873-04-01 00:00:46,5.04
1873-05-01 00:00:46,5.05
1873-06-01 00:00:46,4.98
1873-07-01 00:00:46,4.97
1873-08-01 00:00:46,4.97
1873-09-01 00:00:46,4.59
1873-10-01 00:00:46,4.19
1873-11-01 00:00:46,4.04
1873-12-01 00:00:46,4.42
1874-01-01 00:00:46,4.66
1874-02-01 00:00:46,4.8
1874-03-01 00:00:46,4.73
1874-04-01 00:00:46,4.6
1874-05-01 00:00:46,4.48
1874-06-01 00:00:46,4.46
1874-07-01 00:00:46,4.46
1874-08-01 00:00:46,4.47
1874-09-01 00:00:46,4.54
1874-10-01 00:00:46,4.53
1874-11-01 00:00:46,4.57
1874-12-01 00:00:46,4.54
1875-01-01 00:00:46,4.54
1875-02-01 00:00:46,4.53
1875-03-01 00:00:46,4.59
1875-04-01 00:00:46,4.65
1875-05-01 00:00:46,4.47
1875-06-01 00:00:46,4.38
1875-07-01 00:00:46,4.39
1875-08-01 00:00:46,4.41
1875-09-01 00:00:46,4.37
1875-10-01 00:00:46,4.3
1875-11-01 00:00:46,4.37
1875-12-01 00:00:46,4.37
1876-01-01 00:00:46,4.46
1876-02-01 00:00:46,4.52
1876-03-01 00:00:46,4.51
1876-04-01 00:00:46,4.34
1876-05-01 00:00:46,4.18
1876-06-01 00:00:46,4.15
1876-07-01 00:00:46,4.1
1876-08-01 00:00:46,3.93
1876-09-01 00:00:46,3.69
1876-10-01 00:00:46,3.67
1876-11-01 00:00:46,3.6
1876-12-01 00:00:46,3.58
1877-01-01 00:00:46,3.55
1877-02-01 00:00:46,3.34
1877-03-01 00:00:46,3.17
1877-04-01 00:00:46,2.94
1877-05-01 00:00:46,2.94
1877-06-01 00:00:46,2.73
1877-07-01 00:00:46,2.85
1877-08-01 00:00:46,3.05
1877-09-01 00:00:46,3.24
1877-10-01 00:00:46,3.31
1877-11-01 00:00:46,3.26
1877-12-01 00:00:46,3.25
1878-01-01 00:00:46,3.25
1878-02-01 00:00:46,3.18
1878-03-01 00:00:46,3.24
1878-04-01 00:00:46,3.33
1878-05-01 00:00:46,3.34
1878-06-01 00:00:46,3.41
1878-07-01 00:00:46,3.48
1878-08-01 00:00:46,3.45
1878-09-01 00:00:46,3.52
1878-10-01 00:00:46,3.48
1878-11-01 00:00:46,3.47
1878-12-01 00:00:46,3.45
1879-01-01 00:00:46,3.58
1879-02-01 00:00:46,3.71
1879-03-01 00:00:46,3.65
1879-04-01 00:00:46,3.77
1879-05-01 00:00:46,3.94
1879-06-01 00:00:46,3.96
1879-07-01 00:00:46,4.04
1879-08-01 00:00:46,4.07
1879-09-01 00:00:46,4.22
1879-10-01 00:00:46,4.68
1879-11-01 00:00:46,4.93
1879-12-01 00:00:46,4.92
1880-01-01 00:00:46,5.11
1880-02-01 00:00:46,5.2
1880-03-01 00:00:46,5.3
1880-04-01 00:00:46,5.18
1880-05-01 00:00:46,4.77
1880-06-01 00:00:46,4.79
1880-07-01 00:00:46,5.01
1880-08-01 00:00:46,5.19
1880-09-01 00:00:46,5.18
1880-10-01 00:00:46,5.33
1880-11-01 00:00:46,5.61
1880-12-01 00:00:46,5.84
1881-01-01 00:00:46,6.19
1881-02-01 00:00:46,6.17
1881-03-01 00:00:46,6.24
1881-04-01 00:00:46,6.22
1881-05-01 00:00:46,6.5
1881-06-01 00:00:46,6.58
1881-07-01 00:00:46,6.35
1881-08-01 00:00:46,6.2
1881-09-01 00:00:46,6.25
1881-10-01 00:00:46,6.15
1881-11-01 00:00:46,6.19
1881-12-01 00:00:46,6.01
1882-01-01 00:00:46,5.92
1882-02-01 00:00:46,5.79
1882-03-01 00:00:46,5.78
1882-04-01 00:00:46,5.78
1882-05-01 00:00:46,5.71
1882-06-01 00:00:46,5.68
1882-07-01 00:00:46,6
1882-08-01 00:00:46,6.18
1882-09-01 00:00:46,6.24
1882-10-01 00:00:46,6.07
1882-11-01 00:00:46,5.81
1882-12-01 00:00:46,5.84
1883-01-01 00:00:46,5.81
1883-02-01 00:00:46,5.68
1883-03-01 00:00:46,5.75
1883-04-01 00:00:46,5.87
1883-05-01 00:00:46,5.77
1883-06-01 00:00:46,5.82
1883-07-01 00:00:46,5.73
1883-08-01 00:00:46,5.47
1883-09-01 00:00:46,5.53
1883-10-01 00:00:46,5.38
1883-11-01 00:00:46,5.46
1883-12-01 00:00:46,5.34
1884-01-01 00:00:46,5.18
1884-02-01 00:00:46,5.32
1884-03-01 00:00:46,5.3
1884-04-01 00:00:46,5.06
1884-05-01 00:00:46,4.65
1884-06-01 00:00:46,4.46
1884-07-01 00:00:46,4.46
1884-08-01 00:00:46,4.74
1884-09-01 00:00:46,4.59
1884-10-01 00:00:46,4.44
1884-11-01 00:00:46,4.35
1884-12-01 00:00:46,4.34
1885-01-01 00:00:46,4.24
1885-02-01 00:00:46,4.37
1885-03-01 00:00:46,4.38
1885-04-01 00:00:46,4.37
1885-05-01 00:00:46,4.32
1885-06-01 00:00:46,4.3
1885-07-01 00:00:46,4.46
1885-08-01 00:00:46,4.71
1885-09-01 00:00:46,4.65
1885-10-01 00:00:46,4.92
1885-11-01 00:00:46,5.24
1885-12-01 00:00:46,5.2
1886-01-01 00:00:46,5.2
1886-02-01 00:00:46,5.3
1886-03-01 00:00:46,5.19
1886-04-01 00:00:46,5.12
1886-05-01 00:00:46,5.02
1886-06-01 00:00:46,5.25
1886-07-01 00:00:46,5.33
1886-08-01 00:00:46,5.37
1886-09-01 00:00:46,5.51
1886-10-01 00:00:46,5.65
1886-11-01 00:00:46,5.79
1886-12-01 00:00:46,5.64
1887-01-01 00:00:46,5.58
1887-02-01 00:00:46,5.54
1887-03-01 00:00:46,5.67
1887-04-01 00:00:46,5.8
1887-05-01 00:00:46,5.9
1887-06-01 00:00:46,5.73
1887-07-01 00:00:46,5.59
1887-08-01 00:00:46,5.45
1887-09-01 00:00:46,5.38
1887-10-01 00:00:46,5.2
1887-11-01 00:00:46,5.3
1887-12-01 00:00:46,5.27
1888-01-01 00:00:46,5.31
1888-02-01 00:00:46,5.28
1888-03-01 00:00:46,5.08
1888-04-01 00:00:46,5.1
1888-05-01 00:00:46,5.17
1888-06-01 00:00:46,5.01
1888-07-01 00:00:46,5.14
1888-08-01 00:00:46,5.25
1888-09-01 00:00:46,5.38
1888-10-01 00:00:46,5.35
1888-11-01 00:00:46,5.24
1888-12-01 00:00:46,5.14
1889-01-01 00:00:46,5.24
1889-02-01 00:00:46,5.3
1889-03-01 00:00:46,5.19
1889-04-01 00:00:46,5.18
1889-05-01 00:00:46,5.32
1889-06-01 00:00:46,5.41
1889-07-01 00:00:46,5.3
1889-08-01 00:00:46,5.37
1889-09-01 00:00:46,5.5
1889-10-01 00:00:46,5.4
1889-11-01 00:00:46,5.35
1889-12-01 00:00:46,5.32
1890-01-01 00:00:46,5.38
1890-02-01 00:00:46,5.32
1890-03-01 00:00:46,5.28
1890-04-01 00:00:46,5.39
1890-05-01 00:00:46,5.62
1890-06-01 00:00:46,5.58
1890-07-01 00:00:46,5.54
1890-08-01 00:00:46,5.41
1890-09-01 00:00:46,5.32
1890-10-01 00:00:46,5.08
1890-11-01 00:00:46,4.71
1890-12-01 00:00:46,4.6
1891-01-01 00:00:46,4.84
1891-02-01 00:00:46,4.9
1891-03-01 00:00:46,4.81
1891-04-01 00:00:46,4.97
1891-05-01 00:00:46,4.95
1891-06-01 00:00:46,4.85
1891-07-01 00:00:46,4.77
1891-08-01 00:00:46,4.93
1891-09-01 00:00:46,5.33
1891-10-01 00:00:46,5.33
1891-11-01 00:00:46,5.25
1891-12-01 00:00:46,5.41
1892-01-01 00:00:46,5.51
1892-02-01 00:00:46,5.52
1892-03-01 00:00:46,5.58
1892-04-01 00:00:46,5.57
1892-05-01 00:00:46,5.57
1892-06-01 00:00:46,5.54
1892-07-01 00:00:46,5.54
1892-08-01 00:00:46,5.62
1892-09-01 00:00:46,5.48
1892-10-01 00:00:46,5.59
1892-11-01 00:00:46,5.57
1892-12-01 00:00:46,5.51
1893-01-01 00:00:46,5.61
1893-02-01 00:00:46,5.51
1893-03-01 00:00:46,5.31
1893-04-01 00:00:46,5.31
1893-05-01 00:00:46,4.84
1893-06-01 00:00:46,4.61
1893-07-01 00:00:46,4.18
1893-08-01 00:00:46,4.08
1893-09-01 00:00:46,4.37
1893-10-01 00:00:46,4.5
1893-11-01 00:00:46,4.57
1893-12-01 00:00:46,4.41
1894-01-01 00:00:46,4.32
1894-02-01 00:00:46,4.38
1894-03-01 00:00:46,4.51
1894-04-01 00:00:46,4.57
1894-05-01 00:00:46,4.4
1894-06-01 00:00:00,4.34
1894-07-01 00:00:00,4.25
1894-08-01 00:00:00,4.41
1894-09-01 00:00:00,4.48
1894-10-01 00:00:00,4.34
1894-11-01 00:00:00,4.34
1894-12-01 00:00:00,4.3
1895-01-01 00:00:00,4.25
1895-02-01 00:00:00,4.19
1895-03-01 00:00:00,4.19
1895-04-01 00:00:00,4.37
1895-05-01 00:00:00,4.61
1895-06-01 00:00:00,4.7
1895-07-01 00:00:00,4.72
1895-08-01 00:00:00,4.79
1895-09-01 00:00:00,4.82
1895-10-01 00:00:00,4.75
1895-11-01 00:00:00,4.59
1895-12-01 00:00:00,4.32
1896-01-01 00:00:00,4.27
1896-02-01 00:00:00,4.45
1896-03-01 00:00:00,4.38
1896-04-01 00:00:00,4.42
1896-05-01 00:00:00,4.4
1896-06-01 00:00:00,4.32
1896-07-01 00:00:00,4.04
1896-08-01 00:00:00,3.81
1896-09-01 00:00:00,4.01
1896-10-01 00:00:00,4.1
1896-11-01 00:00:00,4.38
1896-12-01 00:00:00,4.22
1897-01-01 00:00:00,4.22
1897-02-01 00:00:00,4.18
1897-03-01 00:00:00,4.19
1897-04-01 00:00:00,4.06
1897-05-01 00:00:00,4.08
1897-06-01 00:00:00,4.27
1897-07-01 00:00:00,4.46
1897-08-01 00:00:00,4.75
1897-09-01 00:00:00,4.98
1897-10-01 00:00:00,4.82
1897-11-01 00:00:00,4.65
1897-12-01 00:00:00,4.75
1898-01-01 00:00:00,4.88
1898-02-01 00:00:00,4.87
1898-03-01 00:00:00,4.65
1898-04-01 00:00:00,4.57
1898-05-01 00:00:00,4.87
1898-06-01 00:00:00,5.06
1898-07-01 00:00:00,5.08
1898-08-01 00:00:00,5.27
1898-09-01 00:00:00,5.26
1898-10-01 00:00:00,5.15
1898-11-01 00:00:00,5.32
1898-12-01 00:00:00,5.65
1899-01-01 00:00:00,6.08
1899-02-01 00:00:00,6.31
1899-03-01 00:00:00,6.4
1899-04-01 00:00:00,6.48
1899-05-01 00:00:00,6.21
1899-06-01 00:00:00,6.07
1899-07-01 00:00:00,6.28
1899-08-01 00:00:00,6.44
1899-09-01 00:00:00,6.37
1899-10-01 00:00:00,6.34
1899-11-01 00:00:00,6.46
1899-12-01 00:00:00,6.02
01.01.1900 00:00,6.1
01.02.1900 00:00,6.21
01.03.1900 00:00,6.26
01.04.1900 00:00,6.34
01.05.1900 00:00,6.04
01.06.1900 00:00,5.86
01.07.1900 00:00,5.86
01.08.1900 00:00,5.94
01.09.1900 00:00,5.8
01.10.1900 00:00,6.01
01.11.1900 00:00,6.48
01.12.1900 00:00,6.87
01.01.1901 00:00,7.07
01.02.1901 00:00,7.25
01.03.1901 00:00,7.51
01.04.1901 00:00,8.14
01.05.1901 00:00,7.73
01.06.1901 00:00,8.5
01.07.1901 00:00,7.93
01.08.1901 00:00,8.04
01.09.1901 00:00,8
01.10.1901 00:00,7.91
01.11.1901 00:00,8.08
01.12.1901 00:00,7.95
01.01.1902 00:00,8.12
01.02.1902 00:00,8.19
01.03.1902 00:00,8.2
01.04.1902 00:00,8.48
01.05.1902 00:00,8.46
01.06.1902 00:00,8.41
01.07.1902 00:00,8.6
01.08.1902 00:00,8.83
01.09.1902 00:00,8.85
01.10.1902 00:00,8.57
01.11.1902 00:00,8.24
01.12.1902 00:00,8.05
01.01.1903 00:00,8.46
01.02.1903 00:00,8.41
01.03.1903 00:00,8.08
01.04.1903 00:00,7.75
01.05.1903 00:00,7.6
01.06.1903 00:00,7.18
01.07.1903 00:00,6.85
01.08.1903 00:00,6.63
01.09.1903 00:00,6.47
01.10.1903 00:00,6.26
01.11.1903 00:00,6.28
01.12.1903 00:00,6.57
01.01.1904 00:00,6.68
01.02.1904 00:00,6.5
01.03.1904 00:00,6.48
01.04.1904 00:00,6.64
01.05.1904 00:00,6.5
01.06.1904 00:00,6.51
01.07.1904 00:00,6.78
01.08.1904 00:00,7.01
01.09.1904 00:00,7.32
01.10.1904 00:00,7.75
01.11.1904 00:00,8.17
01.12.1904 00:00,8.25
01.01.1905 00:00,8.43
01.02.1905 00:00,8.8
01.03.1905 00:00,9.05
01.04.1905 00:00,8.94
01.05.1905 00:00,8.5
01.06.1905 00:00,8.6
01.07.1905 00:00,8.87
01.08.1905 00:00,9.2
01.09.1905 00:00,9.23
01.10.1905 00:00,9.36
01.11.1905 00:00,9.31
01.12.1905 00:00,9.54
01.01.1906 00:00,9.87
01.02.1906 00:00,9.8
01.03.1906 00:00,9.56
01.04.1906 00:00,9.43
01.05.1906 00:00,9.18
01.06.1906 00:00,9.3
01.07.1906 00:00,9.06
01.08.1906 00:00,9.73
01.09.1906 00:00,10.03
01.10.1906 00:00,9.73
01.11.1906 00:00,9.93
01.12.1906 00:00,9.84
01.01.1907 00:00,9.56
01.02.1907 00:00,9.26
01.03.1907 00:00,8.35
01.04.1907 00:00,8.39
01.05.1907 00:00,8.1
01.06.1907 00:00,7.84
01.07.1907 00:00,8.14
01.08.1907 00:00,7.53
01.09.1907 00:00,7.45
01.10.1907 00:00,6.64
01.11.1907 00:00,6.25
01.12.1907 00:00,6.57
01.01.1908 00:00,6.85
01.02.1908 00:00,6.6
01.03.1908 00:00,6.87
01.04.1908 00:00,7.24
01.05.1908 00:00,7.63
01.06.1908 00:00,7.64
01.07.1908 00:00,7.92
01.08.1908 00:00,8.26
01.09.1908 00:00,8.17
01.10.1908 00:00,8.27
01.11.1908 00:00,8.83
01.12.1908 00:00,9.03
01.01.1909 00:00,9.06
01.02.1909 00:00,8.8
01.03.1909 00:00,8.92
01.04.1909 00:00,9.32
01.05.1909 00:00,9.63
01.06.1909 00:00,9.8
01.07.1909 00:00,9.94
01.08.1909 00:00,10.18
01.09.1909 00:00,10.19
01.10.1909 00:00,10.23
01.11.1909 00:00,10.18
01.12.1909 00:00,10.3
01.01.1910 00:00,10.08
01.02.1910 00:00,9.72
01.03.1910 00:00,9.96
01.04.1910 00:00,9.72
01.05.1910 00:00,9.56
01.06.1910 00:00,9.1
01.07.1910 00:00,8.64
01.08.1910 00:00,8.85
01.09.1910 00:00,8.91
01.10.1910 00:00,9.32
01.11.1910 00:00,9.31
01.12.1910 00:00,9.05
01.01.1911 00:00,9.27
01.02.1911 00:00,9.43
01.03.1911 00:00,9.32
01.04.1911 00:00,9.28
01.05.1911 00:00,9.48
01.06.1911 00:00,9.67
01.07.1911 00:00,9.63
01.08.1911 00:00,9.17
01.09.1911 00:00,8.67
01.10.1911 00:00,8.72
01.11.1911 00:00,9.07
01.12.1911 00:00,9.11
01.01.1912 00:00,9.12
01.02.1912 00:00,9.04
01.03.1912 00:00,9.3
01.04.1912 00:00,9.59
01.05.1912 00:00,9.58
01.06.1912 00:00,9.58
01.07.1912 00:00,9.59
01.08.1912 00:00,9.81
01.09.1912 00:00,9.86
01.10.1912 00:00,9.84
01.11.1912 00:00,9.73
01.12.1912 00:00,9.38
01.01.1913 00:00,9.3
01.02.1913 00:00,8.97
01.03.1913 00:00,8.8
01.04.1913 00:00,8.79
01.05.1913 00:00,8.55
01.06.1913 00:00,8.12
01.07.1913 00:00,8.23
01.08.1913 00:00,8.45
01.09.1913 00:00,8.53
01.10.1913 00:00,8.26
01.11.1913 00:00,8.05
01.12.1913 00:00,8.04
01.01.1914 00:00,8.37
01.02.1914 00:00,8.48
01.03.1914 00:00,8.32
01.04.1914 00:00,8.12
01.05.1914 00:00,8.17
01.06.1914 00:00,8.13
01.07.1914 00:00,7.68
01.08.1914 00:00,7.68
01.09.1914 00:00,7.68
01.10.1914 00:00,7.68
01.11.1914 00:00,7.68
01.12.1914 00:00,7.35
01.01.1915 00:00,7.48
01.02.1915 00:00,7.38
01.03.1915 00:00,7.57
01.04.1915 00:00,8.14
01.05.1915 00:00,7.95
01.06.1915 00:00,8.04
01.07.1915 00:00,8.01
01.08.1915 00:00,8.35
01.09.1915 00:00,8.66
01.10.1915 00:00,9.14
01.11.1915 00:00,9.46
01.12.1915 00:00,9.48
01.01.1916 00:00,9.33
01.02.1916 00:00,9.2
01.03.1916 00:00,9.17
01.04.1916 00:00,9.07
01.05.1916 00:00,9.27
01.06.1916 00:00,9.36
01.07.1916 00:00,9.23
01.08.1916 00:00,9.3
01.09.1916 00:00,9.68
01.10.1916 00:00,9.98
01.11.1916 00:00,10.21
01.12.1916 00:00,9.8
01.01.1917 00:00,9.57
01.02.1917 00:00,9.03
01.03.1917 00:00,9.31
01.04.1917 00:00,9.17
01.05.1917 00:00,8.86
01.06.1917 00:00,9.04
01.07.1917 00:00,8.79
01.08.1917 00:00,8.53
01.09.1917 00:00,8.12
01.10.1917 00:00,7.68
01.11.1917 00:00,7.04
01.12.1917 00:00,6.8
01.01.1918 00:00,7.21
01.02.1918 00:00,7.43
01.03.1918 00:00,7.28
01.04.1918 00:00,7.21
01.05.1918 00:00,7.44
01.06.1918 00:00,7.45
01.07.1918 00:00,7.51
01.08.1918 00:00,7.58
01.09.1918 00:00,7.54
01.10.1918 00:00,7.86
01.11.1918 00:00,8.06
01.12.1918 00:00,7.9
01.01.1919 00:00,7.85
01.02.1919 00:00,7.88
01.03.1919 00:00,8.12
01.04.1919 00:00,8.39
01.05.1919 00:00,8.97
01.06.1919 00:00,9.21
01.07.1919 00:00,9.51
01.08.1919 00:00,8.87
01.09.1919 00:00,9.01
01.10.1919 00:00,9.47
01.11.1919 00:00,9.19
01.12.1919 00:00,8.92
01.01.1920 00:00,8.83
01.02.1920 00:00,8.1
01.03.1920 00:00,8.67
01.04.1920 00:00,8.6
01.05.1920 00:00,8.06
01.06.1920 00:00,7.92
01.07.1920 00:00,7.91
01.08.1920 00:00,7.6
01.09.1920 00:00,7.87
01.10.1920 00:00,7.88
01.11.1920 00:00,7.48
01.12.1920 00:00,6.81
01.01.1921 00:00,7.11
01.02.1921 00:00,7.06
01.03.1921 00:00,6.88
01.04.1921 00:00,6.91
01.05.1921 00:00,7.12
01.06.1921 00:00,6.55
01.07.1921 00:00,6.53
01.08.1921 00:00,6.45
01.09.1921 00:00,6.61
01.10.1921 00:00,6.7
01.11.1921 00:00,7.06
01.12.1921 00:00,7.31
01.01.1922 00:00,7.3
01.02.1922 00:00,7.46
01.03.1922 00:00,7.74
01.04.1922 00:00,8.21
01.05.1922 00:00,8.53
01.06.1922 00:00,8.45
01.07.1922 00:00,8.51
01.08.1922 00:00,8.83
01.09.1922 00:00,9.06
01.10.1922 00:00,9.26
01.11.1922 00:00,8.8
01.12.1922 00:00,8.78
01.01.1923 00:00,8.9
01.02.1923 00:00,9.28
01.03.1923 00:00,9.43
01.04.1923 00:00,9.1
01.05.1923 00:00,8.67
01.06.1923 00:00,8.34
01.07.1923 00:00,8.06
01.08.1923 00:00,8.1
01.09.1923 00:00,8.15
01.10.1923 00:00,8.03
01.11.1923 00:00,8.27
01.12.1923 00:00,8.55
01.01.1924 00:00,8.83
01.02.1924 00:00,8.87
01.03.1924 00:00,8.7
01.04.1924 00:00,8.5
01.05.1924 00:00,8.47
01.06.1924 00:00,8.63
01.07.1924 00:00,9.03
01.08.1924 00:00,9.34
01.09.1924 00:00,9.25
01.10.1924 00:00,9.13
01.11.1924 00:00,9.64
01.12.1924 00:00,10.16
01.01.1925 00:00,10.58
01.02.1925 00:00,10.67
01.03.1925 00:00,10.39
01.04.1925 00:00,10.28
01.05.1925 00:00,10.61
01.06.1925 00:00,10.8
01.07.1925 00:00,11.1
01.08.1925 00:00,11.25
01.09.1925 00:00,11.51
01.10.1925 00:00,11.89
01.11.1925 00:00,12.26
01.12.1925 00:00,12.46
01.01.1926 00:00,12.65
01.02.1926 00:00,12.67
01.03.1926 00:00,11.81
01.04.1926 00:00,11.48
01.05.1926 00:00,11.56
01.06.1926 00:00,12.11
01.07.1926 00:00,12.62
01.08.1926 00:00,13.12
01.09.1926 00:00,13.32
01.10.1926 00:00,13.02
01.11.1926 00:00,13.19
01.12.1926 00:00,13.49
01.01.1927 00:00,13.4
01.02.1927 00:00,13.66
01.03.1927 00:00,13.87
01.04.1927 00:00,14.21
01.05.1927 00:00,14.7
01.06.1927 00:00,14.89
01.07.1927 00:00,15.22
01.08.1927 00:00,16.03
01.09.1927 00:00,16.94
01.10.1927 00:00,16.68
01.11.1927 00:00,17.06
01.12.1927 00:00,17.46
30.12.1927 00:00,17.66
01.01.1928 00:00,
03.01.1928 00:00,17.76
04.01.1928 00:00,17.72
05.01.1928 00:00,17.55
06.01.1928 00:00,17.66
09.01.1928 00:00,17.5
10.01.1928 00:00,17.37
11.01.1928 00:00,17.35
12.01.1928 00:00,17.47
13.01.1928 00:00,17.58
16.01.1928 00:00,17.29
17.01.1928 00:00,17.3
18.01.1928 00:00,17.26
19.01.1928 00:00,17.38
20.01.1928 00:00,17.48
23.01.1928 00:00,17.64
24.01.1928 00:00,17.71
25.01.1928 00:00,17.52
26.01.1928 00:00,17.63
27.01.1928 00:00,17.69
30.01.1928 00:00,17.49
31.01.1928 00:00,17.57
01.02.1928 00:00,17.53
02.02.1928 00:00,17.63
03.02.1928 00:00,17.4
06.02.1928 00:00,17.45
07.02.1928 00:00,17.44
08.02.1928 00:00,17.49
09.02.1928 00:00,17.55
10.02.1928 00:00,17.54
14.02.1928 00:00,17.44
15.02.1928 00:00,17.4
16.02.1928 00:00,17.35
17.02.1928 00:00,17.04
20.02.1928 00:00,16.95
21.02.1928 00:00,17.11
23.02.1928 00:00,17.13
24.02.1928 00:00,17.18
27.02.1928 00:00,17.11
28.02.1928 00:00,17.16
29.02.1928 00:00,17.26
01.03.1928 00:00,17.3
02.03.1928 00:00,17.3
05.03.1928 00:00,17.57
06.03.1928 00:00,17.67
07.03.1928 00:00,17.58
08.03.1928 00:00,17.64
09.03.1928 00:00,17.93
12.03.1928 00:00,18
13.03.1928 00:00,17.92
14.03.1928 00:00,17.93
15.03.1928 00:00,18.07
16.03.1928 00:00,18.26
19.03.1928 00:00,18.36
20.03.1928 00:00,18.46
21.03.1928 00:00,18.65
22.03.1928 00:00,18.6
23.03.1928 00:00,18.78
26.03.1928 00:00,19.05
27.03.1928 00:00,18.94
28.03.1928 00:00,18.89
29.03.1928 00:00,18.95
30.03.1928 00:00,19.28
02.04.1928 00:00,18.91
03.04.1928 00:00,19.02
04.04.1928 00:00,18.99
05.04.1928 00:00,19.23
09.04.1928 00:00,19.27
10.04.1928 00:00,19.1
11.04.1928 00:00,19.44
12.04.1928 00:00,19.41
13.04.1928 00:00,19.73
16.04.1928 00:00,19.68
17.04.1928 00:00,19.52
18.04.1928 00:00,19.52
19.04.1928 00:00,19.63
20.04.1928 00:00,19.34
23.04.1928 00:00,19.15
24.04.1928 00:00,19.25
25.04.1928 00:00,19.33
26.04.1928 00:00,19.47
27.04.1928 00:00,19.68
30.04.1928 00:00,19.75
01.05.1928 00:00,19.78
02.05.1928 00:00,19.83
03.05.1928 00:00,19.93
04.05.1928 00:00,20.24
07.05.1928 00:00,20.41
08.05.1928 00:00,20.27
09.05.1928 00:00,20.24
10.05.1928 00:00,20.21
11.05.1928 00:00,20.36
14.05.1928 00:00,20.44
15.05.1928 00:00,20.39
16.05.1928 00:00,20.05
17.05.1928 00:00,20.12
18.05.1928 00:00,19.92
21.05.1928 00:00,19.63
22.05.1928 00:00,19.36
23.05.1928 00:00,19.75
24.05.1928 00:00,19.87
25.05.1928 00:00,19.9
28.05.1928 00:00,19.57
29.05.1928 00:00,19.82
31.05.1928 00:00,20
01.06.1928 00:00,20.07
04.06.1928 00:00,19.8
05.06.1928 00:00,19.85
06.06.1928 00:00,19.66
07.06.1928 00:00,19.61
08.06.1928 00:00,19.37
11.06.1928 00:00,18.68
12.06.1928 00:00,18.34
13.06.1928 00:00,18.89
14.06.1928 00:00,19.05
15.06.1928 00:00,18.74
18.06.1928 00:00,18.4
19.06.1928 00:00,18.34
20.06.1928 00:00,18.57
21.06.1928 00:00,18.56
22.06.1928 00:00,18.54
25.06.1928 00:00,18.47
26.06.1928 00:00,18.68
27.06.1928 00:00,18.86
28.06.1928 00:00,19.07
29.06.1928 00:00,19.14
02.07.1928 00:00,18.98
03.07.1928 00:00,19.29
05.07.1928 00:00,19.48
06.07.1928 00:00,19.39
09.07.1928 00:00,19.46
10.07.1928 00:00,19.43
11.07.1928 00:00,18.95
12.07.1928 00:00,18.81
13.07.1928 00:00,18.96
16.07.1928 00:00,18.7
17.07.1928 00:00,18.8
18.07.1928 00:00,19.03
19.07.1928 00:00,18.99
20.07.1928 00:00,19.03
23.07.1928 00:00,19.12
24.07.1928 00:00,19.09
25.07.1928 00:00,19.2
26.07.1928 00:00,19.24
27.07.1928 00:00,19.42
30.07.1928 00:00,19.47
31.07.1928 00:00,19.43
01.08.1928 00:00,19.42
02.08.1928 00:00,19.33
03.08.1928 00:00,19.36
06.08.1928 00:00,19.58
07.08.1928 00:00,19.49
08.08.1928 00:00,19.25
09.08.1928 00:00,19.3
10.08.1928 00:00,19.25
13.08.1928 00:00,19.29
14.08.1928 00:00,19.13
15.08.1928 00:00,19.47
16.08.1928 00:00,19.61
17.08.1928 00:00,19.64
20.08.1928 00:00,19.77
21.08.1928 00:00,20.02
22.08.1928 00:00,20
23.08.1928 00:00,20.02
24.08.1928 00:00,20.34
27.08.1928 00:00,20.38
28.08.1928 00:00,20.54
29.08.1928 00:00,20.58
30.08.1928 00:00,20.61
31.08.1928 00:00,20.87
04.09.1928 00:00,20.97
05.09.1928 00:00,21.07
06.09.1928 00:00,20.94
07.09.1928 00:00,21.09
10.09.1928 00:00,20.92
11.09.1928 00:00,21.08
12.09.1928 00:00,21.16
13.09.1928 00:00,21.14
14.09.1928 00:00,21.14
17.09.1928 00:00,21.33
18.09.1928 00:00,21.18
19.09.1928 00:00,21.18
20.09.1928 00:00,21.22
21.09.1928 00:00,21.36
24.09.1928 00:00,21.43
25.09.1928 00:00,21.41
26.09.1928 00:00,21.4
27.09.1928 00:00,21.13
28.09.1928 00:00,21.14
01.10.1928 00:00,21.36
02.10.1928 00:00,21.26
03.10.1928 00:00,21.19
04.10.1928 00:00,21.26
05.10.1928 00:00,21.22
08.10.1928 00:00,21.11
09.10.1928 00:00,21.18
10.10.1928 00:00,21.41
11.10.1928 00:00,21.51
15.10.1928 00:00,21.65
16.10.1928 00:00,21.72
