DateTime,Total Return Bond Index
01.07.1965 00:00,
01.08.1965 00:00,
01.09.1965 00:00,
01.10.1965 00:00,
01.11.1965 00:00,
01.12.1965 00:00,
01.01.1966 00:00,86.2188602
01.02.1966 00:00,
01.03.1966 00:00,
01.04.1966 00:00,
01.05.1966 00:00,
01.06.1966 00:00,
01.07.1966 00:00,
01.08.1966 00:00,
01.09.1966 00:00,
01.10.1966 00:00,
01.11.1966 00:00,
01.12.1966 00:00,
01.01.1967 00:00,87.5878629
01.02.1967 00:00,
01.03.1967 00:00,
01.04.1967 00:00,
01.05.1967 00:00,
01.06.1967 00:00,
01.07.1967 00:00,
01.08.1967 00:00,
01.09.1967 00:00,
01.10.1967 00:00,
01.11.1967 00:00,
01.12.1967 00:00,
01.01.1968 00:00,80.4765517
01.02.1968 00:00,
01.03.1968 00:00,
01.04.1968 00:00,
01.05.1968 00:00,
01.06.1968 00:00,
01.07.1968 00:00,
01.08.1968 00:00,
01.09.1968 00:00,
01.10.1968 00:00,
01.11.1968 00:00,
01.12.1968 00:00,
01.01.1969 00:00,80.1931094
01.02.1969 00:00,
01.03.1969 00:00,
01.04.1969 00:00,
01.05.1969 00:00,
01.06.1969 00:00,
01.07.1969 00:00,
01.08.1969 00:00,
01.09.1969 00:00,
01.10.1969 00:00,
01.11.1969 00:00,
01.12.1969 00:00,
01.01.1970 00:00,72.935633
01.02.1970 00:00,
01.03.1970 00:00,
01.04.1970 00:00,
01.05.1970 00:00,
01.06.1970 00:00,
01.07.1970 00:00,
01.08.1970 00:00,
01.09.1970 00:00,
01.10.1970 00:00,
01.11.1970 00:00,
01.12.1970 00:00,
01.01.1971 00:00,88.5146842
01.02.1971 00:00,
01.03.1971 00:00,
01.04.1971 00:00,
01.05.1971 00:00,
01.06.1971 00:00,
01.07.1971 00:00,
01.08.1971 00:00,
01.09.1971 00:00,
01.10.1971 00:00,
01.11.1971 00:00,
01.12.1971 00:00,
01.01.1972 00:00,94.029149
01.02.1972 00:00,
01.03.1972 00:00,
01.04.1972 00:00,
01.05.1972 00:00,
01.06.1972 00:00,
01.07.1972 00:00,
01.08.1972 00:00,
01.09.1972 00:00,
01.10.1972 00:00,
01.11.1972 00:00,
01.12.1972 00:00,
31.12.1972 00:00,100
01.01.1973 00:00,
31.01.1973 00:00,100
01.02.1973 00:00,
28.02.1973 00:00,100
01.03.1973 00:00,
31.03.1973 00:00,100.46
01.04.1973 00:00,
30.04.1973 00:00,100.46
01.05.1973 00:00,
31.05.1973 00:00,100.46
01.06.1973 00:00,
30.06.1973 00:00,100.51
01.07.1973 00:00,
31.07.1973 00:00,100.51
01.08.1973 00:00,
31.08.1973 00:00,100.51
01.09.1973 00:00,
30.09.1973 00:00,102.22
01.10.1973 00:00,
31.10.1973 00:00,102.22
01.11.1973 00:00,
30.11.1973 00:00,102.22
01.12.1973 00:00,
31.12.1973 00:00,102
01.01.1974 00:00,
31.01.1974 00:00,102
01.02.1974 00:00,
28.02.1974 00:00,102
01.03.1974 00:00,
31.03.1974 00:00,99.65
01.04.1974 00:00,
30.04.1974 00:00,99.65
01.05.1974 00:00,
31.05.1974 00:00,99.65
